date,sentiment,Close,High,Low,Open,Volume,price_change,target
2025-06-04,0.0,57800.0,57900.0,56800.0,57200.0,19649983,1300.0,1
2025-06-05,0.0,59100.0,59900.0,57900.0,58100.0,23266027,700.0,1
2025-06-09,0.148,59800.0,60400.0,59500.0,60400.0,19609659,-600.0,0
2025-06-10,0.20095,59200.0,60100.0,58800.0,60000.0,15305760,700.0,1
2025-06-11,0.24225,59900.0,60100.0,59400.0,59500.0,13610734,-400.0,0
2025-06-12,0.2553,59500.0,60000.0,59300.0,59700.0,17755115,-1200.0,0

